CNN,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,SIG_NUM,TYPE,IC_MAKE,MODEL,CABINET_SI,SYSTEM_NUM,MASTER,BBS,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,INTERCONNE,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,LAMP_ASSGN,LAMP_SORT,SORT_ME,APS,shape,data_as_of,data_loaded_at,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
24437000,GROVE,POLK,,,5.6,,9421000,SIGNAL,MCCAIN,2070-TS2-1,G,78,,,,ALL,,GPS,,,,Traffic Signal Hardware Replacement Phase 1,TENDERLOIN,FULL DONE,1/02,0,NONE,NONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,64,,,APS_4WIRE_PH1 (8),POINT (-122.41823 37.77849),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,21,21,4,10,36
27290000,08TH AVE,CLEMENT,,,1,,9052500,SIGNAL,MCCAIN,2070-TS2-1,G,48,,,,ALL,,GPS,,,,,CT 51,NEW DONE,,1999,DONE,NONE,NONE,NONE,SALES TAX,,1999,,,0,,0,0,02,,,,POINT (-122.46656 37.78285),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,5,5,8,4,11
33722000,PLYMOUTH,SAGAMORE,,SAN JOSE,11,SICKLES,9517000,SIGNAL,ECONOLITE,2070-TS2-1,MSF-XXXX,51,MASTER,,,ALL,,GPS,,,,Signal Visibility Upgrades Ph 2,CT 33; CT 31,MOD AFTER FULL FUTURE,2001,0,NONE,FUTURE,DONE,,SALES TAX,,1979,280,,50,X,50,0,70,,click,APS iNS 3WIRE CALTRANS APS (12),POINT (-122.45559 37.711475),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,81,81,10,1,24
26475000,FULTON,STANYAN,,,1,,9377500,SIGNAL,EAGLE,2070-TS2-1,MSF,80,,,,ALL,,GPS,SIKLU,,,,,NONE,,0,,,,,,,1950,,,0,,0,0,30,,,,POINT (-122.45468 37.774757),04/26/2023 10:25:40 PM,09/25/2023 12:00:15 PM,12,12,7,4,18
23958000,24TH ST,BRYANT,,,9,,9135000,SIGNAL,MCCAIN,2070-TS2-1,MSF,22,,,,ALL,,GPS,,,,,CT 31,MOD DONE,,0,,DONE,,,,,1953,,,0,,0,0,07,,,,POINT (-122.40913 37.752796),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,53,53,3,2,20
24324000,LEAVENWORTH,MCALLISTER,,,5,,9462500,SIGNAL,EAGLE,2070-TS2-1,MSF,01D,,,,ALL,,GPS,PROXIM,,,,,NONE,,0,,,,,,,1969,,,0,,0,0,51,,,APS_4WIRE_PH2 (6),POINT (-122.41367 37.780926),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,21,21,5,10,36
21769000,BRAZIL,MISSION,OPTICOM,NORTON,11,,9209500,SIGNAL,MCCAIN,2070-TS2-1,MSF,26,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,PCS 3; MISSION IV,FULL DONE,03/17,2017,NONE,NONE,DONE,NONE,,,1976,,,0,,0,0,54,,,,POINT (-122.4348 37.72468),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,90,90,9,1,7
52261000,GENEVA,I-280 N ON/OFF RAMP,,,11,,0,CALTRANS,,,332,CALTRANS,,,,ALL,,,,,,,CT 15,CALTRANS,,0,,,,,,,1976,280,X,50,,50,0,not ours,,,PENDING,POINT (-122.447754 37.721157),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,80,80,9,1,28
23570000,03RD ST,18TH ST,"VETAG,OPTICOM",,10,,9009500,SIGNAL,ECONOLITE,2070-TS2-1,XXXXXMSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,GPS,FIBER,"TSP,FIRE PREEMPT",,,3RDLRP,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,MUNI,,1949,,,0,,0,0,75,,Colicky,,POINT (-122.38874 37.76305),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,55,55,2,9,26
26685000,FILBERT,VAN NESS,"OPTICOM,TRANSIT BUTTON,VIDEO (GRIDSMART)",,2.3,,9345000,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,13,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT,TRANSIT PREEMPT",,VAN NESS BRT,,FULL DONE,05/21,2021,NONE,NONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,80,,,APS iNS 2WIRE VAN NESS (8),POINT (-122.42417 37.799484),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,107,107,4,6,32
24741000,BUSH,GRANT,,,3,,9232000,SIGNAL,ECONOLITE,2070-TS2-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,"FIBER,PROXIM",,,,BUSH,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,08,,,,POINT (-122.40557 37.790565),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,19,19,6,3,8
24694000,BATTERY,CLAY,OPTICOM,,3,,9184500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1967,,,0,,0,0,16,,,,POINT (-122.40033 37.795013),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,108,108,6,3,6
25962000,LAGUNA,TURK,,,5,,9455700,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,MASTER-GPS,,,ALL,,GPS,12C,,,Western Addition Phase 1,Various Locations Pole and Conduit,MOD AFTER MOD PENDING,,0,NONE,DONE,PENDING,NONE,,,1955,,,0,,0,0,77,,,PENDING,POINT (-122.4272 37.781116),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,100,100,4,11,39
24768000,BROADWAY,MONTGOMERY,,,3,,9213000,SIGNAL,MCCAIN,2070-TS2-1,MSF,07A,,,,ALL,,GPS,,,,,CT 33; Broadway Streetscape - Phase I,MOD AFTER FULL DONE,07/14,2014,NONE,DONE,DONE,NONE,SALES TAX,,1962,,,0,,0,0,06,,,,POINT (-122.40386 37.79822),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,106,106,6,3,23
24733000,KEARNY,SACRAMENTO,OPTICOM,,3,,9449000,SIGNAL,MCCAIN,2070-TS2-1,G,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Signal Visibility Upgrades Ph 2,Kearny Paving,MOD FUTURE,,0,NONE,FUTURE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,69,,,,POINT (-122.40461 37.793564),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,108,108,6,3,8
32977000,CORBETT,MARKET,,PORTOLA,8,,9290000,SIGNAL,MCCAIN,2070-TS2-1,MSF,21,,,,SOME PHASES,,GPS,,,,Signal Visibility Upgrades Ph 1,,MOD PENDING,,0,NONE,PENDING,NONE,NONE,,,1985,,,0,,0,0,49,,,,POINT (-122.443344 37.750084),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,51,51,3,5,22
22285000,MALTA,O'SHAUGHNESSY,,,7.8,,9471700,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,N.A.,YES,,,,,,CT 63,BEACON DONE,,0,NONE,NONE,NONE,DONE,SALES TAX,,2017,,,0,,0,0,,,,,POINT (-122.4436 37.736504),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,72,72,9,5,10
23553000,22ND ST,ILLINOIS,,,10,,0,FUTURE SIGNAL,,,,,,,,,,,,,,Pier 70 Development,,NEW FUTURE,,0,FUTURE,NONE,NONE,NONE,DEVELOPER,,0,,,0,,0,0,85,,,,POINT (-122.387314 37.758),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,55,55,2,9,26
24774000,KEARNY,WASHINGTON,OPTICOM,,3,,9449500,SIGNAL,MCCAIN,2070-TS2-1,G,07A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,Kearny Paving,,,0,NONE,NONE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,81,,,,POINT (-122.40496 37.795326),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,104,104,6,3,6
21485000,MISSION,NIAGARA,OPTICOM,POPE,11,ROLPH,9487700,SIGNAL,MCCAIN,2070-TS2-1,MSF,30,,,WIRELESS,ALL,YES,GPS,PROXIM,"TSP,FIRE PREEMPT",,,WALK FIRST NEW SIGNALS,NEW DONE,,2018,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2018,,,0,,0,0,54,,,APS 2WIRE WF NEW (12),POINT (-122.44169 37.715572),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,58,58,9,1,7
10390000,PHELAN,MIDBLOCK AT,,CLOUD CIRCLE,7,,9511200,SIGNAL,,2070-TS2-1,MSF,31,,,VIDEO,ALL,YES,GPS,,,,,,NEW DONE,12/04,0,DONE,NONE,NONE,NONE,CITY COLLEGE,,2004,,,0,,0,0,59,,,APS_4WIRE_PH1 (6),POINT (-122.45236 37.725716),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,71,71,9,8,41
7832201,KING,MIDBLOCK AT,VETAG,02ND ST,6,03RD ST,9451000,SIGNAL,ECONOLITE,2070-TS2-1,2070-MSF-XXXX,09,,,,ALL,YES,GPS,FIBER,TSP,,,S EMB,NEW DONE,,1994,,,,,FEDS,,1997,,,0,,0,0,23,,,,POINT (-122.39062 37.779045),04/26/2023 10:25:40 PM,09/25/2023 12:00:15 PM,31,31,1,10,4
26002000,OAK,PIERCE,,,5,,9500500,SIGNAL,ECONOLITE,2070-TS2-1,2070-MSF-TS2-TYPE-1,16,,,,ALL,,GPS,FIBER,,,,HES,FULL DONE,07/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,58,,,,POINT (-122.43411 37.77355),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,26,26,4,11,9
23825000,LUSK,TOWNSEND,,,6,,9470300,SIGNAL,ECONOLITE,2070-TS2-1,XXX-MSF-XXX,09,,,VIDEO,ALL,YES,GPS,FIBER,,,,BRANNAN/TOWNSEND,FULL DONE,1/01,2005,,,,,FEDS,,2005,,,0,,0,0,76,,2070,,POINT (-122.39386 37.777977),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,32,32,1,10,34
27542000,24TH AVE,GEARY,OPTICOM,,1,,9134500,SIGNAL,MCCAIN,2070-TS2-1,MSF,15A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Geary BRT Phase 2 (unfunded),MUNI MR-1139,FULL AFTER MOD FUTURE,07/04,2004,NONE,DONE,DONE,NONE,,,1958,,,0,,0,0,31,,,,POINT (-122.483665 37.780144),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,8,8,8,4,29
24913000,MASON,O'FARRELL,OPTICOM,,3.5,,9478000,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1957,,,0,,0,0,60,,X,,POINT (-122.40968 37.7862),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,19,19,5,10,36
25197000,GEARY,VAN NESS,OPTICOM,,0,,9388500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,49D,,2003 CANDIDATE,,ALL,,GPS,,"TSP,FIRE PREEMPT",,VAN NESS BRT,CT 22,FULL DONE,06/21,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,80,,,APS iNS 2WIRE VAN NESS (10),POINT (-122.421394 37.785686),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,100,100,4,11,39
24532000,01ST ST,HOWARD,,,6,,9002000,SIGNAL,MCCAIN,2070-TS2-1,MSF,74,,,,ALL,,GPS,FIBER,,,,HOWARD,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,41,,,,POINT (-122.396034 37.788536),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,32,32,1,10,8
26826000,BAKER,PINE,,,2,,9182000,SIGNAL,EAGLE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,,,,ALL,,GPS,,,,,HES,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.44356 37.78669),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,103,103,8,6,31
23205000,19TH AVE,PACHECO,OPTICOM,,4.7,,9108500,SIGNAL,ECONOLITE,2070-TS2-1,332,36,,,WIRELESS&LOOPS,ALL,YES,GPS,FIBER,"TSP,FIRE PREEMPT",,,19th AVE PH 2,FULL DONE,01/08,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,56,,,PENDING,POINT (-122.476166 37.75051),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,39,39,10,7,35
26701000,BAY,POLK,,,2,,9194000,SIGNAL,MCCAIN,2070-TS2-1,MSF,11A,,,,ALL,,GPS,,,,,Polk Streetscape; BAY/NORTH POINT,MOD AFTER FULL DONE,04/96,1997,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,,,0,,0,0,03,,,APS ENAV 4WIRE POLK STSCAPE (8),POINT (-122.42347 37.804356),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,98,98,6,6,32
2692400,COOK,GEARY,OPTICOM,,2,,0,SIGNAL,MCCAIN,2070-TS2-1,MSF72,15,,,,ALL,,,FIBER,"TSP,FIRE PREEMPT",,,Geary BRT PH 1,NEW DONE,01/21,2021,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2021,,,0,,0,0,31,,,APS iNS 2WIRE GEARY RAPID (9),POINT (-122.45214 37.781853),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,12,12,8,4,18
24063000,24TH ST,SOUTH VAN NESS,OPTICOM,,9,,9139000,SIGNAL,MCCAIN,2070-TS2-1,MSF,64,,,,ALL,,GPS,,FIRE PREEMPT,,,Walk First PCS,FULL DONE,01/19,2019,NONE,NONE,DONE,NONE,SAFE ROUTES TO TRANSIT,,1954,,,0,,0,0,71,,,APS ENAV 2WIRE WALKFIRST PCS (8),POINT (-122.41627 37.752373),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,53,53,3,2,20
21694000,CASTLE MANOR,MAYNARD,,MISSION,11,,0,PENDING SIGNAL,,,,,,,,PENDING,,,,TSP-Planned,,MISSION-GENEVA,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,,,0,,,0,,0,0,,,,PENDING,POINT (-122.43081 37.72923),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,94,94,9,1,28
26590001,FILLMORE,GEARY (SOUTH),OPTICOM,,5,,9346000,SIGNAL,MCCAIN,2070-TS2-1,MSF72,73,,,,ALL,,GPS,,"TSP,FIRE PREEMPT",,,Geary BRT PH 1,FULL DONE,02/21,2021,NONE,NONE,DONE,NONE,,,1976,,,0,,0,0,31,,,,POINT (-122.43289 37.784225),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,97,97,4,11,39
33498000,GLENVIEW,PORTOLA,,,8,,9394500,SIGNAL,ECONOLITE,2070-TS2-1,MSF,ISOLATED,,,WIRELESS,ALL,YES,,,,,,CT 20,NONE,,0,,,,,,,1980,,,0,,0,0,65,,,APS iNAV 2WIRE CITYWIDE NEW APS (4),POINT (-122.447784 37.746437),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,57,57,9,5,10
21489000,ALLISON,MISSION,OPTICOM,MOUNT VERNON,11,,9167000,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,26,,,WIRELESS&LOOPS,ALL,YES,GPS,PROXIM,FIRE PREEMPT,,MISSION IV,CT 48,FULL AFTER NEW FUTURE,,1998,DONE,NONE,FUTURE,NONE,BAAQMD/SALES TA,,1997,,,0,,0,0,54,,,,POINT (-122.442566 37.71466),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,80,80,9,1,7
26471000,FULTON,PARKER,OPTICOM,SHRADER,1,,9377000,SIGNAL,MCCAIN,2070-TS2-1,MSF,80,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,CT 32,MOD DONE,,0,,DONE,,,,,1953,,,0,,0,0,30,,,APS ENAV 4WIRE USF (8),POINT (-122.45281 37.774994),04/26/2023 10:25:40 PM,09/25/2023 12:00:15 PM,12,12,7,4,18
27084000,06TH AVE,IRVING,OVERHEAD CONTACT PAN,,7,,9040500,SIGNAL,ECONOLITE,2070-TS2-1,G,35,,,,PENDING,,GPS,,TSP,,CT 35,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,SALES TAX,,1970,,,0,,0,0,46,,,PENDING,POINT (-122.463104 37.76418),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,109,109,7,11,14
25003000,PINE,POWELL,MECHANICAL,,3,,9513000,SIGNAL,ECONOLITE,2070-TS2-1,G,78,,,,SOME PHASES,,GPS,,CABLE CAR PREEMPTION,,,PINE,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.40897 37.79109),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,16,16,6,3,21
21142000,ALABAMA,CESAR CHAVEZ,,,9,,9159400,SIGNAL,ECONOLITE,2070-TS2-1,MSF,81,,,,ALL,,GPS,,,,,CT 55,NEW DONE,1/03,2005,DONE,NONE,NONE,NONE,SALES TAX,,2005,,,0,,0,0,14,,,,POINT (-122.410545 37.748318),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,53,53,3,2,20
26400000,ANZA,MASONIC,,O'FARRELL,1.2,,9168000,SIGNAL,MCCAIN,2070-TS2-1,MSF,16C,,,WIRELESS,ALL,,GPS,,TSP-Planned,,,CT 33; CT 24,MOD AFTER FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1950,,,0,,0,0,60,,,,POINT (-122.44752 37.78107),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,12,12,7,4,18
24334000,GOLDEN GATE,LEAVENWORTH,,,5,,9397500,SIGNAL,MCCAIN,2070-TS2-1,G,78,,,,ALL,,GPS,,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,34,,,,POINT (-122.413864 37.781864),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,20,20,5,10,36
27248000,04TH AVE,GEARY,OPTICOM,,1,,9026800,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,MSF,15,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Signal Visibility Upgrades Ph 2; Geary BRT Phase 2 (unfunded),MID GEARY,MOD AFTER NEW FUTURE,10/01,2004,DONE,FUTURE,NONE,NONE,SALES TAX,,2004,,,0,,0,0,31,,,,POINT (-122.46214 37.781113),04/26/2023 10:25:40 PM,09/25/2023 12:00:15 PM,5,5,8,4,11
50128000,GREENWICH,TELEGRAPH HILL,,,3,,0,MESSAGE SIGN,,,N/A,COIT TOWER,,,,n.a.,,,,,,,,MESSAGE SIGN,,0,,,,,,,1998,,,0,,0,0,decide,,,,POINT (-122.40577 37.80278),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,18,18,6,3,23
23159000,19TH AVE,VICENTE,OPTICOM,,4.7,,9112000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,332,36,,,WIRELESS,ALL,YES,GPS,FIBER,"TSP,FIRE PREEMPT",,,19th Avenue APS; 19th AVE PH 1,FULL DONE,08/07,2008,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,56,,,APS_ENAV 2WIRE_19thAV (8),POINT (-122.47541 37.739326),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,,,10,7,35
25149000,ELLIS,LARKIN,,,5,,9319500,SIGNAL,EAGLE,2070-TS2-1,MSF,78,,,,ALL,,GPS,,,,,PCS2010 BATCH 2,MOD DONE,,0,NONE,DONE,NONE,NONE,,,1955,,,0,,0,0,45,,,,POINT (-122.41771 37.784237),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,20,20,5,10,36
27083000,05TH AVE,IRVING,,,7,,0,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,N.A.,YES,,,,,,Inner Sunset Streetscape,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2019,,,0,,0,0,46,,,,POINT (-122.46203 37.764225),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,109,109,7,11,14
25965000,FILLMORE,FULTON,OPTICOM,,5,,9345500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,PENDING,,GPS,PROXIM,FIRE PREEMPT,,Western Addition Phase 1,Fillmore/Haight Installed Conduit,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1956,,,0,,0,0,30,,,PENDING,POINT (-122.43157 37.7777),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,22,22,4,11,9
24139000,17TH ST,SOUTH VAN NESS,OPTICOM,,9,,9094500,SIGNAL,MCCAIN,2070-TS2-1,MSF,64,,,,ALL,,GPS,,FIRE PREEMPT,,,SVN HSIP Phase 1,FULL DONE,,2017,NONE,NONE,DONE,NONE,FEDERAL,,1958,,,0,,0,0,71,,,APS ENAV 2WIRE SVN (8),POINT (-122.417336 37.763573),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,53,53,3,2,20
27537000,21ST AVE,GEARY,OPTICOM,,1,,9122500,SIGNAL,MCCAIN,2070-TS2-1,MSF,15A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Geary BRT Phase 2 (unfunded),MUNI MR-1139,FULL AFTER MOD FUTURE,07/04,2004,NONE,DONE,DONE,NONE,,,1959,,,0,,0,0,31,,,,POINT (-122.48045 37.78028),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,8,8,8,4,29
24461000,FRANKLIN,GROVE,,,5,,9361000,SIGNAL,MCCAIN,2070-TS2-1,MSF,16B,,,,ALL,,GPS,FIBER,,,,Franklin Upgrade,FULL DONE,06/16,2016,NONE,DONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,28,,,APS ENAV 2WIRE FRANKLIN (8),POINT (-122.421524 37.77802),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,21,21,4,11,9
23890000,06TH ST,BRANNAN,,US I-280 ON/OFF RAMPS,6,,9041500,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,YES-UPSTEALTH,,ALL,,GPS,FIBER,,,,BRANNAN/TOWNSEND,FULL DONE,1/01,2002,NONE,NONE,DONE,NONE,FEDS,,1957,280,,25,X,75,0,05,,,APS iNS 3WIRE CALTRANS APS (6),POINT (-122.40098 37.774807),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,32,32,1,10,34
34162000,03RD ST,WARRIORS WAY,VETAG,,6,,9026400,SIGNAL,MCCAIN,2070-TS2-1,ITS 340,28,,,VIDEO (GRIDSMART),ALL,YES,GPS,FIBER,"TSP,TRANSIT PREEMPT",,,3RDLRP,NEW DONE,10/01,2004,DONE,NONE,NONE,NONE,Muni,,2004,,,0,,0,0,75,,,APS_2WIRE_PH1 (8),POINT (-122.38924 37.768826),04/26/2023 10:25:40 PM,09/25/2023 12:00:16 PM,34,34,1,10,4
25959000,GOLDEN GATE,LAGUNA,,,5,,9396500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,ALL,,GPS,,,,Western Addition Phase 1,Various Locations Pole and Conduit,MOD AFTER MOD DONE,,0,NONE,DONE,PENDING,NONE,,,1955,,,0,,0,0,34,,,PENDING,POINT (-122.42702 37.780193),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,97,97,4,11,39
26817000,BRODERICK,PINE,,,2,,9219000,SIGNAL,EAGLE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,,,,ALL,,GPS,,,,,HES,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.44192 37.7869),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,103,103,8,6,30
26614000,POST,STEINER,,,5,,9523500,SIGNAL,MCCAIN,2070-TS2-1,G,73,,,,NONE,,GPS,,,,,,NONE,,0,,,,,,,1957,,,0,,0,0,66,,,,POINT (-122.43473 37.784943),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,103,103,4,11,15
20500000,03RD ST,SHAFTER,VETAG,,10,,9024700,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,,ALL,,GPS,FIBER,"TSP,ACTUATED TRANSIT PHASE",,,3RDLRP,NEW DONE,10/01,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,75,,,APS_2WIRE_PH1 (8),POINT (-122.3918 37.731644),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,87,87,2,9,1
26631000,PINE,STEINER,,,2.5,,9514500,SIGNAL,EAGLE,2070-TS2-1,2070-MSF-,73,,,,ALL,,GPS,,,,,PINE,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.435295 37.787743),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,103,103,4,6,30
25303000,POLK,WASHINGTON,OPTICOM,,3,,9520000,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,Polk HSIP,FULL DONE,08/17,2017,NONE,NONE,DONE,NONE,FEDERAL,,1980,,,0,,0,0,64,,,APS ENAV 2WIRE POLK (8),POINT (-122.42123 37.79326),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,105,105,4,3,32
34016000,MARKET,MIDBLOCK AT,,POWELL,3.6,,9473200,SIGNAL,MCCAIN,2070-TS2-1,MSF,01D,,,,ALL,,GPS,,,,BETTER MARKET,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1953,,,0,,0,0,50,,X,APS_4WIRE_PH1 (2),POINT (-122.40733 37.78456),04/26/2023 10:25:40 PM,09/25/2023 12:00:15 PM,32,32,5,10,34
20203000,EVANS,MENDELL,,,10,,9334500,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,,NONE,,GPS,,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1980,,,0,,0,0,24,,,,POINT (-122.384705 37.7409),04/26/2023 10:24:48 PM,09/25/2023 12:00:13 PM,76,76,2,9,1
26810000,BUSH,DIVISADERO,,,2,,9229500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,MASTER-GPS,,,ALL,,GPS,,,,Signal Visibility Upgrades Ph 1,BUSH,MOD AFTER FULL PENDING,10/01,2004,NONE,PENDING,DONE,NONE,SALES TAX,YES,1949,,,0,,0,0,09,,,,POINT (-122.44006 37.78618),04/26/2023 10:24:48 PM,09/25/2023 12:00:15 PM,103,103,4,6,30
24936000,ELLIS,JONES,,,5,,9319000,SIGNAL,MCCAIN,2070-TS2-1,G,78,,,,ALL,,GPS,,,,,,NONE,,0,,,,,CALTRANS,,1967,,,0,,0,0,21,,,,POINT (-122.41278 37.784866),04/26/2023 10:24:48 PM,09/25/2023 12:00:14 PM,20,20,5,10,36
